Detuning_Normalizado,Probabilidade_P2
-7.034035656401944614e+00,1.945801784495932926e-02
-7.001620745542950885e+00,9.601872221302220484e-03
-6.969205834683955381e+00,5.538780114926184980e-03
-6.936790923824959876e+00,8.927195786745263303e-03
-6.904376012965964371e+00,1.998623152579588960e-02
-6.871961102106968866e+00,3.733626179163803543e-02
-6.839546191247973361e+00,5.816854195437894809e-02
-6.807131280388977856e+00,7.873245214411543624e-02
-6.774716369529985016e+00,9.505989177295505466e-02
-6.742301458670989511e+00,1.037895555593076613e-01
-6.709886547811994006e+00,1.029224641120940059e-01
-6.677471636952998502e+00,9.234276436583394032e-02
-6.645056726094002997e+00,7.397626394286167806e-02
-6.612641815235007492e+00,5.152761837823186669e-02
-6.580226904376011987e+00,2.982288762020138609e-02
-6.547811993517018259e+00,1.387007263028415364e-02
-6.515397082658023642e+00,7.817827556125225147e-03
-6.482982171799028137e+00,1.402614251470256194e-02
-6.450567260940032632e+00,3.245301265652213163e-02
-6.418152350081037127e+00,6.050725690237460791e-02
-6.385737439222041623e+00,9.342842466699582959e-02
-6.353322528363046118e+00,1.251469402294982936e-01
-6.320907617504052389e+00,1.494730939028620642e-01
-6.288492706645056884e+00,1.613846431624775535e-01
-6.256077795786061380e+00,1.581479526010066416e-01
-6.223662884927066763e+00,1.400268079646084796e-01
-6.191247974068071258e+00,1.104054011198399299e-01
-6.158833063209075753e+00,7.526525714431958614e-02
-6.126418152350082025e+00,4.208842187660713496e-02
-6.094003241491086520e+00,1.838408707385784033e-02
-6.061588330632091015e+00,1.012615681422942941e-02
-6.029173419773095510e+00,2.042403868040611192e-02
-5.996758508914100005e+00,4.871777398597230968e-02
-5.964343598055104501e+00,9.069449321522962681e-02
-5.931928687196108996e+00,1.389825609787151695e-01
-5.899513776337116155e+00,1.845198222252210363e-01
-5.867098865478120651e+00,2.183457471047282605e-01
-5.834683954619125146e+00,2.334655429983995001e-01
-5.802269043760129641e+00,2.264011572130662786e-01
-5.769854132901134136e+00,1.980899787128229395e-01
-5.737439222042138631e+00,1.539112881435199809e-01
-5.705024311183143126e+00,1.027917093422797690e-01
-5.672609400324149398e+00,5.553071350182937210e-02
-5.640194489465154781e+00,2.265672722336893249e-02
-5.607779578606159276e+00,1.223710940054068344e-02
-5.575364667747163772e+00,2.809489716520607167e-02
-5.542949756888168267e+00,6.882168850303489738e-02
-5.510534846029172762e+00,1.278283106137090841e-01
-5.478119935170177257e+00,1.944700556061062235e-01
-5.445705024311183529e+00,2.560614783428032393e-01
-5.413290113452188024e+00,3.004026135982174606e-01
-5.380875202593192519e+00,3.183155659638748913e-01
-5.348460291734197902e+00,3.056664657310320110e-01
-5.316045380875202397e+00,2.644320309120262724e-01
-5.283630470016206893e+00,2.025494781150485035e-01
-5.251215559157213164e+00,1.325298912579264132e-01
-5.218800648298217659e+00,6.907068950802440488e-02
-5.186385737439222154e+00,2.611991669120776460e-02
-5.153970826580226650e+00,1.397696439464255966e-02
-5.121555915721231145e+00,3.703018140785758333e-02
-5.089141004862235640e+00,9.262371163289898068e-02
-5.056726094003240135e+00,1.713314495502471224e-01
-5.024311183144247295e+00,2.586356423385349212e-01
-4.991896272285251790e+00,3.377171064879489482e-01
-4.959481361426256285e+00,3.928232051820715887e-01
-4.927066450567260780e+00,4.125404931249285756e-01
-4.894651539708265275e+00,3.922939200849203112e-01
-4.862236628849269771e+00,3.355296332417350702e-01
-4.829821717990274266e+00,2.532907651353806799e-01
-4.797406807131280537e+00,1.622170105632759762e-01
-4.764991896272285921e+00,8.132511470278484811e-02
-4.732576985413290416e+00,2.819119339580000716e-02
-4.700162074554294911e+00,1.530031185604571395e-02
-4.667747163695299406e+00,4.731999940423911588e-02
-4.635332252836303901e+00,1.198890521311629792e-01
-4.602917341977310173e+00,2.202200979815137627e-01
-4.570502431118314668e+00,3.294503811323105658e-01
-4.538087520259319163e+00,4.263130427803908939e-01
-4.505672609400323658e+00,4.914157658152999986e-01
-4.473257698541329042e+00,5.112664142235118225e-01
-4.440842787682333537e+00,4.812109488892714060e-01
-4.408427876823338032e+00,4.066474419793655315e-01
-4.376012965964344303e+00,3.022156712872089979e-01
-4.343598055105348799e+00,1.890693433084411623e-01
-4.311183144246353294e+00,9.073545343712330347e-02
-4.278768233387357789e+00,2.837031648271914203e-02
-4.246353322528362284e+00,1.636879295351372290e-02
-4.213938411669366779e+00,5.923738920729560570e-02
-4.181523500810371274e+00,1.504072830780326664e-01
-4.149108589951378434e+00,2.732830947229486496e-01
-4.116693679092382929e+00,4.043718180902085568e-01
-4.084278768233387424e+00,5.179048967848427498e-01
-4.051863857374391920e+00,5.910444243803536502e-01
-4.019448946515396415e+00,6.086210953964718007e-01
-3.987034035656400910e+00,5.664209769833202790e-01
-3.954619124797405405e+00,4.723115218958066075e-01
-3.922204213938412121e+00,3.449233121376073519e-01
-3.889789303079416616e+00,2.100988382582274772e-01
-3.857374392220421111e+00,9.578296359265262017e-02
-3.824959481361426050e+00,2.636543613623240287e-02
-3.792544570502430545e+00,1.762175112582797451e-02
-3.760129659643435041e+00,7.330217973343242099e-02
-3.727714748784441312e+00,1.841043647944913819e-01
-3.695299837925446251e+00,3.292922977923942174e-01
-3.662884927066450746e+00,4.806874377367317819e-01
-3.630470016207455242e+00,6.082652909236495598e-01
-3.598055105348459737e+00,6.862452228834573509e-01
-3.565640194489464232e+00,6.984368508791738428e-01
-3.533225283630468727e+00,6.417333265891800309e-01
-3.500810372771475443e+00,5.269992761125895653e-01
-3.468395461912479938e+00,3.771203215793226815e-01
-3.435980551053484433e+00,2.225584627923634651e-01
-3.403565640194488928e+00,9.527558162606811210e-02
-3.371150729335493867e+00,2.223827903543378753e-02
-3.338735818476498363e+00,1.982579353572542363e-02
-3.306320907617502858e+00,9.030197395545348782e-02
-3.273905996758509129e+00,2.211102192786623954e-01
-3.241491085899514069e+00,3.871851790697555251e-01
-3.209076175040518564e+00,5.558600522010923584e-01
-3.176661264181523059e+00,6.934090504617241857e-01
-3.144246353322527554e+00,7.719131750433235739e-01
-3.111831442463532049e+00,7.750493478951923088e-01
-3.079416531604536544e+00,7.016007077419231797e-01
-3.047001620745543260e+00,5.659336291248433515e-01
-3.014586709886547755e+00,3.952968166257999627e-01
-2.982171799027552250e+00,2.244469454810962550e-01
-2.949756888168557190e+00,8.866098028768333583e-02
-2.917341977309561685e+00,1.654185710544224183e-02
-2.884927066450566180e+00,2.408724755119528646e-02
-2.852512155591572451e+00,1.112534299206081878e-01
-2.820097244732577391e+00,2.617522898995856551e-01
-2.787682333873581886e+00,4.461669766620147692e-01
-2.755267423014586381e+00,6.277925943586074586e-01
-2.722852512155590876e+00,7.700417189960290232e-01
-2.690437601296595371e+00,8.439184856664089240e-01
-2.658022690437599866e+00,8.340316591593737172e-01
-2.625607779578606582e+00,7.418973315197046059e-01
-2.593192868719611077e+00,5.858221512160660671e-01
-2.560777957860615572e+00,3.973505431387215903e-01
-2.528363047001620068e+00,2.149637758884351268e-01
-2.495948136142625007e+00,7.629032744066206739e-02
-2.463533225283629502e+00,1.040670122792600877e-02
-2.431118314424633997e+00,3.180696642479814013e-02
-2.398703403565638492e+00,1.372943190403553837e-01
-2.366288492706642987e+00,3.064620275998511389e-01
-2.333873581847647483e+00,5.057018091915651548e-01
-2.301458670988655975e+00,6.949533708882150718e-01
-2.269043760129660914e+00,8.358385296410736354e-01
-2.236628849270665409e+00,8.995258684340484701e-01
-2.204213938411669904e+00,8.727112513087573742e-01
-2.171799027552674399e+00,7.604709767039781187e-01
-2.139384116693678894e+00,5.853747535540431146e-01
-2.106969205834683390e+00,3.830078610830531805e-01
-2.074554294975688329e+00,1.947902678206574478e-01
